Yıllık Ortalama Gelir,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Yıllık Ortalama Sepete Atılan Ürün Adedi,Cinsiyet_Kadın,Yaş Grubu_31-40,Yaş Grubu_41-50,Yaş Grubu_51-60,Yaş Grubu_>60,Medeni Durum_Evli,Eğitim Düzeyi_Doktora Ötesi,Eğitim Düzeyi_Eğitimsiz,Eğitim Düzeyi_Lise Mezunu,Eğitim Düzeyi_Ortaokul Mezunu,Eğitim Düzeyi_Yüksek Lisans Mezunu,Eğitim Düzeyi_Yüksekokul Mezunu,Eğitim Düzeyi_Üniversite Mezunu,Eğitim Düzeyi_İlkokul Mezunu,İstihdam Durumu_Emekli,İstihdam Durumu_Kendi İşinin Sahibi,İstihdam Durumu_İşsiz veya Düzenli Bir İşi Yok,Yaşadığı Şehir_Köy veya Kasaba,Yaşadığı Şehir_Küçük Şehir,Yaşadığı Şehir_Kırsal,En Çok İlgilendiği Ürün Grubu_Ev ve Mobilya,En Çok İlgilendiği Ürün Grubu_Giyim,En Çok İlgilendiği Ürün Grubu_Kozmetik,En Çok İlgilendiği Ürün Grubu_Spor Malzemeleri,Eğitime Devam Etme Durumu_Etmiyor
-0.9923701268376326,-0.8401442679834975,-0.31781632392327724,-0.38530724846475517,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2.3428981903347927,1.5220259823239544,0.8435269760333376,0.652845287325874,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
-0.42841434859387173,-0.5190091125953897,1.6278565605124429,1.3420547162183845,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
0.03231880377266267,0.7268759513464866,-0.21555021334859745,0.7732711388054458,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.11482231853294343,-0.6488073490979192,-0.44099243760530643,-1.0694845077842696,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.4284748800200018,-0.5227518110252654,1.6761753585095756,0.9927211349255912,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
-0.6155176429628025,-0.4875415304361385,1.4172347036805235,1.591078009880667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.2117169165582222,1.4452614788093392,0.947681946407923,0.9207004919812505,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
-0.6572996647758856,-0.706995163326796,-0.49735843767362375,-1.1175483482150381,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
-0.7067268224669534,-0.8309974929806089,-0.9430831815790777,0.8599239137224121,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.6728026442297478,-0.7803082021989719,-1.211849923608778,-1.3849966713421595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.06689350357382198,0.7763838882064381,-0.33786249917022104,0.6028720711885817,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.6101009481221727,1.711379086918423,0.5047807042671707,-0.4972578106437218,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
-1.1153003356423477,-0.841181333499772,-0.4065770204140432,-0.15607706093764623,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.832930606253735,-0.8712472619491507,0.1741345883910636,-0.4179364055398458,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2.1060006019954516,1.060040887895965,0.7459831925760703,0.8481997517172837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.10823982963432209,0.7549356717204002,-0.23404642934274958,0.8541188076279297,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7220721607239853,-0.8798958113585532,-0.9405855082447809,0.8743603046717815,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.06497265460022582,-0.7295971837881408,-0.6402106112789963,-1.2089548497178544,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-0.06754920374396502,-0.6892441801511138,-0.650662135524945,-1.192124520432152,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
-0.9220657494649958,-0.7924618076571157,-1.2347772506572263,-1.4358680906998182,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.43782453505748153,-0.548716681681684,2.322417145165321,2.568440467201265,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
-0.40714158877065365,-0.6324848654124593,-0.6646874531233319,-1.2370747397488024,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
-0.00028552592763636867,0.9228353100801113,-0.45850883294918104,0.5351108140979726,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.9080487615605615,-0.8810122675201176,-0.6469507295318139,-0.5555195649989522,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
-0.33782779773949334,-0.6501416489947333,-0.6344282801479086,-1.0792428376297782,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.5481839635394391,1.825240715838142,0.471343324073186,-0.36797625813411744,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
-0.602181287241327,-0.8035207915457938,-1.0135557588099229,0.415021396442097,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.3017138482238104,-0.7775531924992214,-1.181746906102458,-1.3331673289703307,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.6349140600063105,-0.8444808045932978,-0.887480605519064,0.5700894813615236,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.5185557644543628,-0.5376321497059338,2.2113549986976286,1.3844010254780703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8027499813387118,-0.834451438010698,0.02345632822677545,-0.7006541039305363,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-0.06575094101626862,-0.7108529398103227,-0.6401510571488043,-1.2486254176663882,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
-0.9364694399306492,-0.8452017311896257,-0.3249365605941725,-0.353350196598998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.6245863548941623,-0.5990438500729792,1.925640731139,2.1795320736068176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
-0.9510081249149569,-0.7441090242561906,-1.4696268695250156,-1.4243982937814517,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
-0.6285019909353015,-0.7230080247306675,-1.313716890924636,-1.345159156822706,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
-0.8364754865324088,-0.8840217268593017,-0.602447521146929,-0.4152921336003811,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
-0.35603397825380895,-0.7922362602630559,-1.0423108367260594,-1.3615702285220852,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
0.05286812700049922,0.6857031582588426,-0.07688405883443361,0.8117397200635195,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.7581547235015618,-0.827219251253481,-0.605957508858776,-0.3687901740842427,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
0.4979159048463556,1.9608897003449508,0.5494561335851725,-0.5095567662563016,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0.6154218491249981,1.7531627912789582,0.3391150751597224,-0.5415784738360996,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
-0.9372503670920347,-0.8820619170155826,-0.08612846395629059,-0.23310183546277052,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-0.1298668230460751,0.6884145714446859,-0.3426672104670674,0.6242290126693777,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
-0.49543586713647636,-0.7281264583330671,-0.5441329182385413,-1.1035463767696698,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
-0.6858367563053611,-0.849827999491695,-1.4319136201754474,-1.3017833914610673,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.32098017342536855,-0.5224838815063882,2.2744743677381787,2.7441153186837464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0885468033389225,1.3565991822853753,1.0293752680832178,0.6534947749991394,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.5483851395591381,1.6227991782966955,0.562957765706363,-0.6770657551956979,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3.0163969688925967,1.1748983212820525,1.469309054948219,0.5437107490595088,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
-0.850839502366933,-0.6932829455495088,-0.6125590422830758,-1.2399369295468956,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
-0.32152996330727657,-0.7607543553821686,-1.3189384196701222,-1.2792053591989336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
-0.23235099227450584,-0.6772220953768862,-0.6616610322942414,-1.162866436995953,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.45237476831477175,-0.4778612904407223,2.319318842397606,0.5378225499094578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0.3872076549737497,-0.6727422970315603,-0.4801263205266783,-1.1336072172134382,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6444680399211535,-0.9021795905060339,-0.9234738266873952,0.6134455934666956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.49417959275455947,-0.8700260216122309,-0.9838527309834642,0.6349874138258148,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.38335345994884024,-0.6756961411351908,-0.549881791205618,-1.1937559157434208,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
2.017958754813266,1.4423528042505789,1.1004376417692108,0.7192301048114199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.8422646006014893,0.7966854449946631,1.1567100454254713,0.8852688559844039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2.335718877644396,1.143118974889661,1.028455719688725,0.2749691504428871,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.4629570893221112,-0.5896406940812171,2.024578111757982,1.9580061945802263,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.5164448064032731,-0.8091973071304476,-1.3847692477922497,-1.3809252007207518,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
-0.48487901883739026,-0.7333199332836308,-1.0505078968421175,-1.3778432563700214,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
-0.4054188441503235,-0.4785273039109382,1.698164736743531,1.5957247314328804,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.5774469276153038,-0.8583026408105577,-0.9352751812422037,0.45682807448145607,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.5910470095674197,1.354794685594949,0.4901552086907117,-0.6983372231206586,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
-0.770449078464852,-0.8268592204523383,-0.4383424804453301,-0.4671422128269359,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
-0.6444680399211535,-0.9021795905060339,-0.9234738266873952,0.6134455934666956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.6368211466883691,-0.8346739637268946,-1.0204383812938558,0.6926419006243747,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
-0.56412768590532,-0.5457126915099311,1.5855137559949997,1.9937754779430028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5019737538325904,1.607584733335972,0.35752757405692814,-0.5008401284372637,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
2.0343887378918915,1.3781757611851764,1.036647371592956,0.2372921001004682,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-0.5439834743940418,-0.5016192978506705,1.7212196618873177,0.3880214643898621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
-0.9720599385780507,-0.9015678489238947,-0.2729029529812634,-0.47778541832534593,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
-0.7965114881607972,-0.7987960469405446,-1.5154449765902942,-1.3937178353186195,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.6444680399211535,-0.9021795905060339,-0.9234738266873952,0.6134455934666956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.4793253751815419,-0.5866956461095229,1.6557279910185752,1.6589870922789562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-0.8798976576726018,-0.8458909208888173,-0.6153012147820581,-0.7561577366423924,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
0.5276063003355397,1.4639081644429095,0.6856816947483008,-0.3838738206823836,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
-0.0943929158745422,-0.6759612684760284,-0.6368484773790679,-1.0613908071857636,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.2324123736845995,-0.6111650385015526,-0.48100473198564836,-1.1155899450830216,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
-0.6316048868540193,-0.7509071785613168,-1.455526383628352,-1.334546293743281,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
-0.7387131609896744,-0.8754232770342383,-0.908428645136158,0.36728262409493223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
-0.1309992953815703,-0.6532435230045279,-0.6716338678541965,-1.0668568164843073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.4665757141541441,1.9544643421041397,0.3885380415320271,-0.5021261441498815,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
-0.6002682962415565,-0.6692699887757464,-0.7103607324906213,-1.1546589680962163,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
-0.7535848083977467,-0.7230018186732103,-1.2090974575414297,-1.351940905021431,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
-0.8272751309702371,-0.8566482842602774,-0.9171036025576691,0.6177445921131374,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.9547703886879964,-0.8660302597737018,-0.346331206529155,-0.3590887764383866,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
2.356931665636528,1.4244469004451423,0.7997698753599697,0.39769286060150555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
-0.5084626721897368,-0.4577578991360054,1.8922212792471476,1.9042763673406984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.09355814611259128,0.9015267146091483,-0.280262709986356,0.6228434700240383,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2.4607903468070753,1.4391649986424302,1.0899307019531133,0.5968867703335239,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2.1018212184546337,1.254847466892334,1.4533158404933915,0.6489569808444758,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0.021139625431839632,0.4889144732078204,-0.19350610655687311,0.3246656345044789,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.6444680399211535,-0.9021795905060339,-0.9234738266873952,0.6134455934666956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.1803814721389263,-0.7517975502165282,-0.6100955095345845,-1.151348025553841,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
-0.08682435807880308,-0.645563636084256,-0.6977911318491249,-1.1251213865883676,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
-0.6444680399211535,-0.9021795905060339,-0.9234738266873952,0.6134455934666956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1.8693855614194799,1.3801578704876893,1.1662157117414784,0.7794478527449193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5942280369395339,-0.684826222204997,-0.7542915365996894,-1.1819942513987125,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
-0.9611020396328738,-0.9069251524745852,0.04305327268939389,-0.12107415866637596,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
-0.6646142519906918,-0.741240388787452,-0.652935205662045,-1.2248782033293562,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
-0.7456506812829787,-0.5237611988749789,1.8658664255814654,1.4802620819176795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6368521585544787,-0.8617279646307023,-0.07416544862766608,-0.21049664205340107,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
-0.21861250618534053,-0.48680188364408494,2.4230833252176662,2.139890576084586,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.47882963792777805,-0.5378750780191435,2.178176951727368,1.8843323285397062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.07083932362700204,0.8343644904767199,-0.27967928856116986,0.5975901869248881,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.6353408768938301,1.3597154125886026,0.6175898812974615,-0.3283923509733798,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
-0.7481726929972358,-0.8664628320051984,-0.9725394324032001,0.6007376009009328,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.2128664971106686,1.341368969049198,0.9855999503466624,0.42521136234128837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.6525326861094883,-0.7654844661664151,-1.4380982657140924,-1.3550472592026264,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.6295667971778544,-0.4823687502056851,1.4556545371276493,2.1088053679236394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.23496488766346893,-0.7485332748020266,-1.0790146171518258,-1.294296311131011,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.6565998470951643,1.6722028136423666,0.4291203591351932,-0.3538265520781314,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
-0.5642982290577693,-0.7026724278754303,-1.220899826310853,-1.308982828501721,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.10232549942034876,0.8763573474598803,-0.27549527223941306,0.4776991952719676,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6096266379105694,1.9207992266628655,0.38877173454482117,-0.4862094882855508,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
-0.6073402879754667,-0.5167717732375334,1.861703347525886,2.093825206520057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.2631546332873833,-0.4726842279325826,1.3709559012765067,1.9695697650386021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
-0.5476581127601061,-0.5550306088517786,1.9631923396174955,2.2556477254303298,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
-0.43879290561172407,-0.7552624037310457,-0.682519431146603,-1.1654731432923704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.5893232562187123,-0.6976567281614656,-0.6425156388346793,-1.0359626919331144,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3.5238394372679753,1.4825151276560595,0.9548168666932734,0.8732927844796705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-0.7294005290638805,-0.6058770842858465,-0.6175414406666646,-1.2124079006274593,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5998655704900281,-0.5043761585375587,1.1743248516585187,1.633897916265496,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
-0.6444680399211535,-0.9021795905060339,-0.9234738266873952,0.6134455934666956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.6444680399211535,-0.9021795905060339,-0.9234738266873952,0.6134455934666956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.23998153024494534,-0.7936728967296054,-0.9297520935577388,-1.3398182927237707,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.9350467981525087,-0.8804387638677307,-0.14237269283266213,-0.5171798307950999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
-0.4414734431885931,-0.48434284857375354,1.881656855183999,1.3805425938884648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.39728782551778236,-0.5185583941041538,2.4411111883092005,0.8276262529457802,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
