,Yıllık Ortalama Gelir,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Yıllık Ortalama Sepete Atılan Ürün Adedi,Cinsiyet_Kadın,Yaş Grubu_31-40,Yaş Grubu_41-50,Yaş Grubu_51-60,Yaş Grubu_>60,Medeni Durum_Evli,Eğitim Düzeyi_Doktora Ötesi,Eğitim Düzeyi_Eğitimsiz,Eğitim Düzeyi_Lise Mezunu,Eğitim Düzeyi_Ortaokul Mezunu,Eğitim Düzeyi_Yüksek Lisans Mezunu,Eğitim Düzeyi_Yüksekokul Mezunu,Eğitim Düzeyi_Üniversite Mezunu,Eğitim Düzeyi_İlkokul Mezunu,İstihdam Durumu_Emekli,İstihdam Durumu_Kendi İşinin Sahibi,İstihdam Durumu_İşsiz veya Düzenli Bir İşi Yok,Yaşadığı Şehir_Köy veya Kasaba,Yaşadığı Şehir_Küçük Şehir,Yaşadığı Şehir_Kırsal,En Çok İlgilendiği Ürün Grubu_Ev ve Mobilya,En Çok İlgilendiği Ürün Grubu_Giyim,En Çok İlgilendiği Ürün Grubu_Kozmetik,En Çok İlgilendiği Ürün Grubu_Spor Malzemeleri,Eğitime Devam Etme Durumu_Etmiyor,Öbek İsmi_obek_2,Öbek İsmi_obek_3,Öbek İsmi_obek_4,Öbek İsmi_obek_5,Öbek İsmi_obek_6,Öbek İsmi_obek_7,Öbek İsmi_obek_8
10,0.1477104752668922,0.03680231245562626,0.15250337840761805,0.45479210659282027,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
11,0.23377368510065258,0.050679131681648476,0.03934386619432744,0.0170411250388288,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12,0.2617951973326162,0.5409715236170811,0.28459535532605734,0.31419963881245516,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13,0.1508845889885789,0.08337287066281837,0.2424785479875971,0.08219010553674697,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
14,0.27609537068886186,0.4775994802193982,0.30662456486864215,0.3910607577992184,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
15,0.16621852882654467,0.024260979727321164,0.14301123571468718,0.4395406141939875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16,0.25116621405181766,0.49399047964069404,0.3915687411779434,0.41340965813828306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17,0.38710783481697575,0.8036090888831424,0.4363385170811529,0.18775538475489448,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
18,0.40167938460566033,0.8496835030773979,0.40480528914743313,0.20829946116177644,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
19,0.3912248384868182,0.8181425270996294,0.4592176138862731,0.16358963479555805,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20,0.16968281681525982,0.017109759457630005,0.14932836215762973,0.43756928674135753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
21,0.16123853971686036,0.09188241958119059,0.211289267490281,0.07703148109517127,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22,0.1962865253045358,0.13694779026400317,0.7501744602108025,0.6956107691562544,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,0.22793722416156512,0.13676785340359227,0.7466370922467961,0.751984144124046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24,0.08539113197819403,0.08351023844439054,0.019029488178881993,0.024873065987324583,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25,0.16837987472800187,0.1381597847092937,0.7151046875750193,0.7992426360374586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,0.16695836276850215,0.13217881159947018,0.7182578103683516,0.5050903780215815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
27,0.23089184261298543,0.09913579273357279,0.23664154528535994,0.056963682970055586,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
28,0.19177980883546628,0.15389930854032566,0.7996948472961518,0.718556149237945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29,0.38401639868044724,0.803756054606573,0.40234750520237844,0.17159186868673854,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
30,0.2739981597232971,0.4550045619441681,0.3187402840386888,0.31027518822996863,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
31,0.2198425998341957,0.12654545469668946,0.7087775734718844,0.7185692016335299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
32,0.16336721360425005,0.049742283699521245,0.24556512926651503,0.0721797183243452,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
33,0.13399555521992706,0.07176895004616773,0.08454186359727042,0.029403972997056993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,0.2715440517903389,0.5818644430120794,0.33494250931203584,0.4673114735726614,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35,0.11881177476509733,0.02700380330079874,0.13574229498554968,0.4336519263316188,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
36,0.39176708270256283,0.7460761940540319,0.4565849942101304,0.18908334353486936,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
37,0.8055488858340828,0.6548117813043051,0.5494581813804227,0.39019414498995103,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
38,0.21948791555759337,0.1009309069203558,0.23836487626883945,0.0593839454967709,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
39,0.1600291084449869,0.031482864604000876,0.1503058411190258,0.44366241312598237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,0.24720495388830668,0.4370939523499435,0.32224692492061363,0.3901376966865924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
41,0.15883478592750888,0.124628384404391,0.8506174447899228,0.4517288367046744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0.3753890477055447,0.764656857933995,0.4336418242856729,0.16504034036157347,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
43,0.15833691984920165,0.04721777908790957,0.05786249301867287,0.010130268724884577,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
44,0.886912970054871,0.6162522978923624,0.6221767064456787,0.38167918566803305,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
45,0.37945222653733357,0.8939155081646912,0.46029140270652813,0.22724333195570587,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,0.15402054655113437,0.037603508756925516,0.18167869224671743,0.4188523063161627,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
47,0.10222758965416065,0.03459193108237285,0.17420927240798384,0.3879124548862406,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
48,0.14814206508192845,0.028769075287354617,0.14836189375742953,0.4412409108906857,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,0.10965312485596429,0.02244395260293884,0.15818117087942615,0.41358362056231435,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
50,0.19978756789123236,0.125108666111355,0.7817159519014408,0.4752453779144879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51,0.6956164857735435,0.7067557811805092,0.5951867117819651,0.37283730982753055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
52,0.17387187737443124,0.1363352285904221,0.8186881002688977,0.49176159795498975,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,0.38356531151060846,0.8465029826352337,0.5227299463503576,0.2151345481690897,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
54,0.362976121478966,0.7730828616107976,0.508106877120605,0.18545297102622682,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55,0.13373511844778654,0.018749016847430286,0.17116872673854833,0.4110230712414383,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
56,0.3778586201682125,0.8045932013126078,0.4833645745567654,0.20605443836763154,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
57,0.2809790136645991,0.5421336353776867,0.30245120956596533,0.40999491863914717,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
58,0.3837425056278774,0.8470053542729266,0.48634277897770545,0.19534721210402758,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
59,0.592296529625366,0.7000170753779351,0.5705713816549842,0.3070429598936799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
60,0.2698739615241363,0.464656721146211,0.2887013340917859,0.40773376934834726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
61,0.14734051859768613,0.026074885235453746,0.16038203748062602,0.45106769664909174,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
62,0.4004126967230918,0.8506553026194164,0.48158489323301223,0.17615948190171427,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
63,0.6116897068545049,0.6595205861981637,0.608372734832374,0.32932726488826247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
64,0.2344623172379943,0.0914447357105597,0.2076992385975526,0.06467143287109342,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
65,0.29771258391458133,0.08899626305917693,0.23856847902042166,0.05767324291412405,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
66,0.7218705673603999,0.7444801602841702,0.6971357502247592,0.39830383407233966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
67,0.11084415123031766,0.030001495685484714,0.1343323168074606,0.19635962440682758,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
68,0.866532451926803,0.7543581132799964,0.6422463612218179,0.44441933089325153,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
69,0.2623001979836808,0.4856419694773199,0.24755627237308425,0.3918868109712341,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
70,0.10108606461568131,0.023074103859760373,0.22284994514068363,0.18025366904348333,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
71,0.14290603763721949,0.03246317143440569,0.17130710877958147,0.3238732050737982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
72,0.3811469725380228,0.714554759281455,0.4602673966824983,0.21220620018431768,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
73,0.24742500206077897,0.49175950504089155,0.3107227808470736,0.43630852633867045,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
74,0.16431277896306512,0.13973092920311592,0.7257028682409488,0.5863961892076894,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
75,0.13051125290698273,0.07168360745178215,0.09464081958958173,0.023862433706792453,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
76,0.13147302955460072,0.04465975620148663,0.024385708323710585,0.019034366265382074,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
77,0.11374718130189945,0.021613075808610008,0.3213504005462264,0.14867167020474187,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
78,0.14859874847559632,0.15055463732967955,0.8444948637573891,0.4406530287554549,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
79,0.3800104674548015,0.6774187414177626,0.4894202432197416,0.2167155893154358,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
80,0.15348616347332894,0.02100532471593826,0.16176870697084147,0.3907219411714915,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
81,0.25746058602337824,0.539127612978306,0.32106613305873477,0.40953156176478483,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
82,0.13754665832166843,0.030037488344196936,0.1650439469023491,0.184858981492285,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
83,0.17369905617575102,0.044665760624973905,0.10820468868967345,0.032365474303263676,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
84,0.8394371328248208,0.6037336285945203,0.5224998912280545,0.4378215080436283,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
85,0.6457034572236086,0.702719886574094,0.542460380910818,0.3840502292612018,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
86,0.8668532582474892,0.6187258705500847,0.6078270119368583,0.3090375592047387,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
87,0.1036257512834394,0.08020591238295752,0.236960741219649,0.057602971072140276,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,0.1418494981946447,0.06954957233637876,0.09007916487980858,0.015344242110581906,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
89,0.08154071494302476,0.03730150885413788,0.09108307685643341,0.028679699493516377,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
90,0.08455587467198494,0.05737628790130546,0.06608465428931794,0.034340784731030714,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
91,0.22401177763330607,0.06311087279749195,0.20780241698531904,0.07403834390023945,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
92,0.15634925849184944,0.06481432199525958,0.11659544975052712,0.01947503035333506,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
93,0.28037294979286853,0.5331468844162608,0.2701656141903641,0.43236994618409,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
94,0.1935506853234436,0.13939899660443036,0.8397817148292372,0.542859000944326,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95,0.1610176505529731,0.03535357884388894,0.1687653180992881,0.4266198567750997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
96,0.09097948204555209,0.015102400194174026,0.3802195522978178,0.26556460983367425,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
97,0.3795129605953905,0.9212154451495256,0.462314326446544,0.17411200646763575,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
98,0.22545072245467565,0.07065970699982052,0.20044602032741338,0.0619630469656906,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
99,0.12798253228160197,0.022301148553125344,0.25290490971840945,0.20066883666873755,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
100,0.2534945277145533,0.598389796121302,0.3450059516258857,0.4925740957760083,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
101,0.1667056039579859,0.022309284509192256,0.1714393655340135,0.38211970667758066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
102,0.26040036978817493,0.5106074288512261,0.307442771147883,0.44458209387039826,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
103,0.10357706004251932,0.02163482264734272,0.25746493478323357,0.17252373636646434,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
104,0.1461387421569085,0.14856539319204495,0.7769774966002179,0.786756211061306,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
105,0.8511596671901305,0.6275645315422043,0.5835882134244854,0.4297012204074562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
106,0.7081265257403524,0.6712996164196345,0.6783660020296474,0.45161427650040964,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
107,0.26072511453210817,0.5426831858167926,0.3352507153187442,0.40432223000526885,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,0.1847388514417731,0.025005077176216875,0.14914052302732167,0.38570485447454844,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
109,0.20002554851899887,0.0731159722163015,0.08793018137224347,0.020059724732305675,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,0.6013307380941904,0.6212742067623045,0.6304023087917666,0.44930142482057434,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
111,0.13405966087298288,0.027581993419916684,0.11438279174206872,0.38725575233851467,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
112,0.29138331911647264,0.07526485063501037,0.22752453184220928,0.0734947424572523,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
113,0.6165379051133743,0.7019706110065846,0.6200167008887054,0.42378504680293394,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
114,0.09999476309023758,0.06777771698354884,0.10685324582883933,0.022545379630021338,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
115,0.18549068135741653,0.08952949163007592,0.19080228665292728,0.056834189410924545,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
116,0.2522125593349921,0.47259518000127293,0.3289641189075466,0.3654168177436794,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
117,0.3729693409106896,0.7522896709439653,0.477584393336908,0.18313671513010119,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
118,0.12585815743551185,0.07712841377365262,0.2741552826699446,0.05946810260565278,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
119,0.392829253127257,0.7176975724160284,0.4769816317751424,0.1820673810323569,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
120,0.13318060935485973,0.037728705566022216,0.25762062811483055,0.1915426482556554,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
121,0.10806051740046185,0.021831823707475037,0.13921054582319903,0.41846997968363686,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,0.15252407191144712,0.14278226175877898,0.6462189090429953,0.6687758181442297,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
