id,Öbek İsmi
615,obek_1
616,obek_3
617,obek_1
618,obek_5
619,obek_3
620,obek_6
621,obek_8
622,obek_7
623,obek_3
624,obek_3
625,obek_3
626,obek_5
627,obek_1
628,obek_7
629,obek_6
630,obek_8
631,obek_5
632,obek_5
633,obek_4
634,obek_6
635,obek_7
636,obek_2
637,obek_2
638,obek_3
639,obek_2
640,obek_8
641,obek_1
642,obek_8
643,obek_2
644,obek_1
645,obek_7
646,obek_6
647,obek_6
648,obek_8
649,obek_3
650,obek_3
651,obek_7
652,obek_8
653,obek_1
654,obek_2
655,obek_2
656,obek_3
657,obek_3
658,obek_7
659,obek_4
660,obek_6
661,obek_6
662,obek_3
663,obek_3
664,obek_6
665,obek_5
666,obek_2
667,obek_2
668,obek_6
669,obek_4
670,obek_6
671,obek_6
672,obek_3
673,obek_4
674,obek_5
675,obek_5
676,obek_8
677,obek_8
678,obek_8
679,obek_6
680,obek_5
681,obek_5
682,obek_6
683,obek_6
684,obek_2
685,obek_4
686,obek_6
687,obek_6
688,obek_6
689,obek_4
690,obek_5
691,obek_4
692,obek_5
693,obek_3
694,obek_2
695,obek_6
696,obek_6
697,obek_3
698,obek_4
699,obek_5
700,obek_2
701,obek_6
702,obek_2
703,obek_6
704,obek_6
705,obek_6
706,obek_1
707,obek_6
708,obek_6
709,obek_5
710,obek_4
711,obek_4
712,obek_8
713,obek_8
714,obek_8
715,obek_1
716,obek_5
717,obek_2
718,obek_2
719,obek_1
720,obek_4
721,obek_1
722,obek_2
723,obek_4
724,obek_2
725,obek_7
726,obek_7
727,obek_3
728,obek_3
729,obek_7
730,obek_4
731,obek_8
732,obek_8
733,obek_2
734,obek_5
735,obek_2
736,obek_4
737,obek_1
738,obek_1
739,obek_1
740,obek_5
741,obek_4
742,obek_3
743,obek_8
744,obek_5
745,obek_7
746,obek_2
747,obek_1
748,obek_5
749,obek_8
750,obek_7
751,obek_2
752,obek_4
753,obek_5
754,obek_8
755,obek_4
756,obek_7
757,obek_7
758,obek_3
759,obek_8
760,obek_7
761,obek_7
762,obek_1
763,obek_2
764,obek_4
765,obek_5
766,obek_1
767,obek_2
768,obek_1
769,obek_1
770,obek_6
771,obek_2
772,obek_2
773,obek_2
774,obek_8
775,obek_3
776,obek_8
777,obek_6
778,obek_4
779,obek_4
780,obek_2
781,obek_7
782,obek_7
783,obek_5
784,obek_2
785,obek_3
786,obek_6
787,obek_1
788,obek_4
789,obek_6
790,obek_8
791,obek_1
792,obek_8
793,obek_3
794,obek_7
795,obek_7
796,obek_8
797,obek_2
798,obek_8
799,obek_3
800,obek_2
801,obek_2
802,obek_4
803,obek_3
804,obek_8
805,obek_8
806,obek_3
807,obek_8
808,obek_2
809,obek_4
810,obek_7
811,obek_3
812,obek_8
813,obek_1
814,obek_5
815,obek_1
816,obek_5
817,obek_5
818,obek_7
819,obek_6
820,obek_6
821,obek_4
822,obek_8
823,obek_8
824,obek_5
825,obek_8
826,obek_1
827,obek_6
828,obek_3
829,obek_6
830,obek_2
831,obek_6
832,obek_4
833,obek_5
834,obek_7
835,obek_7
836,obek_5
837,obek_6
838,obek_4
839,obek_7
840,obek_5
841,obek_7
842,obek_8
843,obek_2
844,obek_6
845,obek_3
846,obek_6
847,obek_3
848,obek_8
849,obek_4
850,obek_5
851,obek_2
852,obek_5
853,obek_5
854,obek_6
855,obek_1
856,obek_1
857,obek_2
858,obek_4
859,obek_8
860,obek_1
861,obek_7
862,obek_7
863,obek_7
864,obek_8
865,obek_6
866,obek_2
867,obek_8
868,obek_7
869,obek_1
870,obek_4
871,obek_8
872,obek_8
873,obek_5
874,obek_1
875,obek_2
876,obek_7
877,obek_5
878,obek_4
879,obek_4
880,obek_7
881,obek_3
882,obek_7
883,obek_1
884,obek_1
885,obek_2
886,obek_6
887,obek_4
888,obek_2
889,obek_6
890,obek_4
891,obek_5
892,obek_3
893,obek_3
894,obek_6
895,obek_4
896,obek_3
897,obek_4
898,obek_2
899,obek_5
900,obek_1
901,obek_7
902,obek_4
903,obek_1
904,obek_8
905,obek_2
906,obek_7
907,obek_4
908,obek_5
909,obek_2
910,obek_5
911,obek_1
912,obek_6
913,obek_8
914,obek_3
915,obek_8
916,obek_1
917,obek_6
918,obek_1
919,obek_6
920,obek_3
921,obek_3
922,obek_8
923,obek_6
924,obek_4
925,obek_3
926,obek_5
927,obek_3
928,obek_2
929,obek_1
930,obek_5
931,obek_6
932,obek_4
933,obek_5
934,obek_2
935,obek_4
936,obek_6
937,obek_4
938,obek_8
939,obek_8
940,obek_8
941,obek_6
942,obek_1
943,obek_2
944,obek_8
945,obek_8
946,obek_6
947,obek_5
948,obek_5
949,obek_5
950,obek_2
951,obek_1
952,obek_2
953,obek_2
954,obek_8
955,obek_8
956,obek_5
957,obek_8
958,obek_6
959,obek_5
960,obek_4
961,obek_1
962,obek_4
963,obek_7
964,obek_6
965,obek_1
966,obek_8
967,obek_4
968,obek_7
969,obek_1
970,obek_3
971,obek_5
972,obek_8
973,obek_4
974,obek_6
975,obek_6
976,obek_2
977,obek_4
978,obek_2
979,obek_8
980,obek_6
981,obek_6
982,obek_8
983,obek_5
984,obek_3
985,obek_3
986,obek_8
987,obek_4
988,obek_5
989,obek_2
990,obek_8
991,obek_7
992,obek_2
993,obek_4
994,obek_5
995,obek_5
996,obek_2
997,obek_7
998,obek_3
999,obek_1
1000,obek_6
1001,obek_5
1002,obek_7
1003,obek_2
1004,obek_6
1005,obek_7
1006,obek_8
1007,obek_7
1008,obek_5
1009,obek_3
1010,obek_1
1011,obek_1
1012,obek_3
1013,obek_6
1014,obek_7
1015,obek_5
1016,obek_7
1017,obek_6
1018,obek_7
1019,obek_4
1020,obek_3
1021,obek_5
1022,obek_6
1023,obek_6
1024,obek_1
1025,obek_1
1026,obek_1
1027,obek_2
1028,obek_4
1029,obek_1
1030,obek_8
1031,obek_2
1032,obek_4
1033,obek_7
1034,obek_2
1035,obek_6
1036,obek_5
1037,obek_2
1038,obek_2
1039,obek_1
1040,obek_7
1041,obek_4
1042,obek_8
1043,obek_2
1044,obek_1
1045,obek_8
1046,obek_7
1047,obek_1
1048,obek_4
1049,obek_8
1050,obek_3
1051,obek_4
1052,obek_1
1053,obek_7
1054,obek_8
1055,obek_6
1056,obek_7
1057,obek_5
1058,obek_1
1059,obek_3
1060,obek_5
1061,obek_7
1062,obek_2
1063,obek_1
1064,obek_4
1065,obek_8
1066,obek_1
1067,obek_6
1068,obek_2
1069,obek_1
1070,obek_2
1071,obek_2
1072,obek_7
1073,obek_2
1074,obek_1
1075,obek_3
1076,obek_2
1077,obek_6
1078,obek_3
1079,obek_7
1080,obek_2
1081,obek_6
1082,obek_4
1083,obek_2
1084,obek_4
1085,obek_2
1086,obek_5
1087,obek_3
1088,obek_3
1089,obek_7
1090,obek_2
1091,obek_2
1092,obek_8
1093,obek_8
1094,obek_5
1095,obek_5
1096,obek_2
1097,obek_4
1098,obek_1
1099,obek_6
1100,obek_5
1101,obek_5
1102,obek_6
1103,obek_5
1104,obek_4
1105,obek_3
1106,obek_2
1107,obek_6
1108,obek_7
1109,obek_8
1110,obek_4
1111,obek_4
1112,obek_6
1113,obek_4
1114,obek_8
1115,obek_2
1116,obek_2
1117,obek_8
1118,obek_5
1119,obek_4
1120,obek_5
1121,obek_3
1122,obek_5
1123,obek_6
1124,obek_2
1125,obek_1
1126,obek_7
1127,obek_7
1128,obek_7
1129,obek_1
1130,obek_6
1131,obek_4
1132,obek_5
1133,obek_8
1134,obek_1
1135,obek_1
1136,obek_3
1137,obek_1
1138,obek_3
1139,obek_3
1140,obek_6
1141,obek_7
1142,obek_4
1143,obek_5
1144,obek_1
1145,obek_6
1146,obek_2
1147,obek_4
1148,obek_8
1149,obek_4
1150,obek_5
1151,obek_3
1152,obek_5
1153,obek_7
1154,obek_1
1155,obek_8
1156,obek_5
1157,obek_2
1158,obek_5
1159,obek_8
1160,obek_4
1161,obek_3
1162,obek_3
1163,obek_6
1164,obek_3
1165,obek_6
1166,obek_8
1167,obek_8
1168,obek_1
1169,obek_5
1170,obek_8
1171,obek_3
1172,obek_4
1173,obek_6
1174,obek_7
1175,obek_7
1176,obek_6
1177,obek_7
1178,obek_7
1179,obek_4
1180,obek_3
1181,obek_1
1182,obek_3
1183,obek_7
1184,obek_6
1185,obek_2
1186,obek_3
1187,obek_7
1188,obek_6
1189,obek_8
1190,obek_2
1191,obek_3
1192,obek_8
1193,obek_8
1194,obek_3
1195,obek_1
1196,obek_5
1197,obek_3
1198,obek_7
1199,obek_1
1200,obek_1
1201,obek_7
1202,obek_5
1203,obek_3
1204,obek_4
1205,obek_2
1206,obek_7
1207,obek_1
1208,obek_3
1209,obek_2
1210,obek_5
1211,obek_6
1212,obek_2
1213,obek_8
1214,obek_7
1215,obek_7
1216,obek_3
1217,obek_8
1218,obek_4
1219,obek_4
1220,obek_1
1221,obek_1
1222,obek_5
1223,obek_7
1224,obek_3
1225,obek_2
1226,obek_5
1227,obek_2
1228,obek_4
1229,obek_4
1230,obek_2
1231,obek_2
1232,obek_3
1233,obek_6
1234,obek_8
1235,obek_4
1236,obek_1
1237,obek_5
1238,obek_4
1239,obek_2
1240,obek_1
1241,obek_6
1242,obek_4
1243,obek_2
1244,obek_7
1245,obek_4
1246,obek_1
1247,obek_6
1248,obek_4
1249,obek_4
1250,obek_7
1251,obek_7
1252,obek_5
1253,obek_4
1254,obek_3
1255,obek_8
1256,obek_3
1257,obek_5
1258,obek_1
1259,obek_2
1260,obek_5
1261,obek_1
1262,obek_6
1263,obek_4
1264,obek_1
1265,obek_7
1266,obek_1
1267,obek_6
1268,obek_8
1269,obek_7
1270,obek_8
1271,obek_5
1272,obek_2
1273,obek_8
1274,obek_3
1275,obek_7
1276,obek_6
1277,obek_2
1278,obek_4
1279,obek_1
1280,obek_3
1281,obek_3
1282,obek_4
1283,obek_3
1284,obek_4
1285,obek_1
1286,obek_2
1287,obek_2
1288,obek_1
1289,obek_8
1290,obek_5
1291,obek_8
1292,obek_1
1293,obek_7
1294,obek_6
1295,obek_1
1296,obek_3
1297,obek_4
1298,obek_1
1299,obek_6
1300,obek_3
1301,obek_5
1302,obek_5
1303,obek_3
1304,obek_7
1305,obek_1
1306,obek_8
1307,obek_5
1308,obek_8
1309,obek_7
1310,obek_8
1311,obek_2
1312,obek_7
1313,obek_7
1314,obek_6
1315,obek_3
1316,obek_3
1317,obek_1
1318,obek_1
1319,obek_4
1320,obek_2
1321,obek_4
1322,obek_8
1323,obek_2
1324,obek_4
1325,obek_2
1326,obek_3
1327,obek_2
1328,obek_1
1329,obek_1
1330,obek_8
1331,obek_3
1332,obek_2
1333,obek_7
1334,obek_4
1335,obek_8
1336,obek_1
1337,obek_5
1338,obek_2
1339,obek_7
1340,obek_3
1341,obek_7
1342,obek_3
1343,obek_2
1344,obek_3
1345,obek_2
1346,obek_6
1347,obek_2
1348,obek_8
1349,obek_3
1350,obek_8
1351,obek_3
1352,obek_5
1353,obek_4
1354,obek_1
1355,obek_5
1356,obek_8
1357,obek_1
1358,obek_1
1359,obek_4
1360,obek_8
1361,obek_4
1362,obek_7
1363,obek_7
1364,obek_1
1365,obek_7
1366,obek_7
1367,obek_5
1368,obek_2
1369,obek_8
1370,obek_7
1371,obek_3
1372,obek_4
1373,obek_1
1374,obek_2
1375,obek_7
1376,obek_6
1377,obek_5
1378,obek_5
1379,obek_5
1380,obek_8
1381,obek_7
1382,obek_8
1383,obek_5
1384,obek_5
1385,obek_7
1386,obek_3
1387,obek_8
1388,obek_4
1389,obek_6
1390,obek_5
1391,obek_4
1392,obek_5
1393,obek_5
1394,obek_1
1395,obek_5
1396,obek_7
1397,obek_4
1398,obek_1
1399,obek_8
1400,obek_5
1401,obek_8
1402,obek_3
1403,obek_7
1404,obek_8
1405,obek_2
1406,obek_3
1407,obek_8
1408,obek_6
1409,obek_3
1410,obek_7
1411,obek_4
1412,obek_3
1413,obek_1
1414,obek_7
1415,obek_8
1416,obek_1
1417,obek_8
1418,obek_4
1419,obek_4
1420,obek_2
1421,obek_5
1422,obek_5
1423,obek_7
1424,obek_5
1425,obek_7
1426,obek_8
1427,obek_5
1428,obek_6
1429,obek_5
1430,obek_6
1431,obek_2
1432,obek_2
1433,obek_1
1434,obek_8
1435,obek_5
1436,obek_3
1437,obek_7
1438,obek_1
1439,obek_6
1440,obek_6
1441,obek_2
1442,obek_2
1443,obek_4
1444,obek_8
1445,obek_4
1446,obek_7
1447,obek_4
1448,obek_5
1449,obek_3
1450,obek_1
1451,obek_6
1452,obek_6
1453,obek_6
1454,obek_4
1455,obek_2
1456,obek_6
1457,obek_4
1458,obek_7
1459,obek_6
1460,obek_5
1461,obek_6
1462,obek_8
1463,obek_3
1464,obek_3
1465,obek_7
1466,obek_8
1467,obek_7
1468,obek_2
1469,obek_2
1470,obek_4
1471,obek_6
1472,obek_6
1473,obek_5
1474,obek_1
1475,obek_2
1476,obek_2
1477,obek_8
1478,obek_1
1479,obek_4
1480,obek_1
1481,obek_2
1482,obek_7
1483,obek_2
1484,obek_4
1485,obek_7
1486,obek_3
1487,obek_6
1488,obek_6
1489,obek_8
1490,obek_2
1491,obek_2
1492,obek_1
1493,obek_4
1494,obek_4
1495,obek_1
1496,obek_4
1497,obek_3
1498,obek_4
1499,obek_2
1500,obek_4
1501,obek_3
1502,obek_6
1503,obek_5
1504,obek_8
1505,obek_1
1506,obek_8
1507,obek_4
1508,obek_8
1509,obek_2
1510,obek_2
1511,obek_3
1512,obek_3
1513,obek_4
1514,obek_1
1515,obek_3
1516,obek_2
1517,obek_5
1518,obek_6
1519,obek_2
1520,obek_6
1521,obek_3
1522,obek_7
1523,obek_2
1524,obek_5
1525,obek_1
1526,obek_1
1527,obek_8
1528,obek_8
1529,obek_4
1530,obek_8
1531,obek_3
1532,obek_1
1533,obek_4
1534,obek_8
1535,obek_6
1536,obek_4
1537,obek_6
1538,obek_6
1539,obek_2
1540,obek_6
1541,obek_7
1542,obek_4
1543,obek_1
1544,obek_8
1545,obek_3
1546,obek_8
1547,obek_3
1548,obek_1
1549,obek_4
1550,obek_3
1551,obek_4
1552,obek_5
1553,obek_3
1554,obek_5
1555,obek_5
1556,obek_8
1557,obek_1
1558,obek_5
1559,obek_6
1560,obek_6
1561,obek_5
1562,obek_1
1563,obek_8
1564,obek_2
1565,obek_4
1566,obek_3
1567,obek_2
1568,obek_5
1569,obek_6
1570,obek_7
1571,obek_4
1572,obek_6
1573,obek_1
1574,obek_7
1575,obek_1
1576,obek_7
1577,obek_1
1578,obek_6
1579,obek_1
1580,obek_1
1581,obek_3
1582,obek_8
1583,obek_8
1584,obek_7
1585,obek_1
1586,obek_7
1587,obek_2
1588,obek_3
1589,obek_7
1590,obek_7
1591,obek_1
1592,obek_2
1593,obek_2
1594,obek_8
1595,obek_4
1596,obek_8
1597,obek_7
1598,obek_4
1599,obek_7
1600,obek_4
1601,obek_2
1602,obek_6
1603,obek_7
1604,obek_7
1605,obek_3
1606,obek_7
1607,obek_4
1608,obek_1
1609,obek_3
1610,obek_2
1611,obek_4
1612,obek_6
1613,obek_8
1614,obek_2
1615,obek_8
1616,obek_3
1617,obek_2
1618,obek_2
1619,obek_5
1620,obek_4
1621,obek_1
1622,obek_2
1623,obek_7
1624,obek_4
1625,obek_5
1626,obek_8
1627,obek_4
1628,obek_7
1629,obek_7
1630,obek_2
1631,obek_7
1632,obek_6
1633,obek_1
1634,obek_4
1635,obek_3
1636,obek_8
1637,obek_7
1638,obek_3
1639,obek_2
1640,obek_8
1641,obek_6
1642,obek_3
1643,obek_3
1644,obek_7
1645,obek_5
1646,obek_7
1647,obek_7
1648,obek_5
1649,obek_4
1650,obek_3
1651,obek_8
1652,obek_3
1653,obek_4
1654,obek_2
1655,obek_7
1656,obek_8
1657,obek_2
1658,obek_2
1659,obek_3
1660,obek_7
1661,obek_7
1662,obek_6
1663,obek_4
1664,obek_2
1665,obek_3
1666,obek_7
1667,obek_4
1668,obek_3
1669,obek_1
1670,obek_8
1671,obek_3
1672,obek_1
1673,obek_6
1674,obek_5
1675,obek_5
1676,obek_8
1677,obek_7
1678,obek_2
1679,obek_3
1680,obek_5
1681,obek_2
1682,obek_3
1683,obek_6
1684,obek_6
1685,obek_1
1686,obek_6
1687,obek_3
1688,obek_5
1689,obek_3
1690,obek_6
1691,obek_6
1692,obek_2
1693,obek_4
1694,obek_5
1695,obek_6
1696,obek_6
1697,obek_7
1698,obek_8
1699,obek_1
1700,obek_7
1701,obek_1
1702,obek_5
1703,obek_7
1704,obek_6
1705,obek_6
1706,obek_5
1707,obek_2
1708,obek_8
1709,obek_1
1710,obek_7
1711,obek_7
1712,obek_1
1713,obek_6
1714,obek_1
1715,obek_5
1716,obek_2
1717,obek_2
1718,obek_3
1719,obek_4
1720,obek_4
1721,obek_8
1722,obek_8
1723,obek_8
1724,obek_7
1725,obek_5
1726,obek_7
1727,obek_3
1728,obek_1
1729,obek_3
1730,obek_3
1731,obek_1
1732,obek_6
1733,obek_4
1734,obek_7
1735,obek_5
1736,obek_7
1737,obek_7
1738,obek_6
1739,obek_5
1740,obek_4
1741,obek_2
1742,obek_6
1743,obek_2
1744,obek_6
1745,obek_2
1746,obek_5
1747,obek_2
1748,obek_2
1749,obek_6
1750,obek_5
1751,obek_2
1752,obek_1
1753,obek_2
1754,obek_4
1755,obek_5
1756,obek_8
1757,obek_3
1758,obek_7
1759,obek_8
1760,obek_3
1761,obek_4
1762,obek_2
1763,obek_7
1764,obek_4
1765,obek_2
1766,obek_3
1767,obek_5
1768,obek_2
1769,obek_1
1770,obek_4
1771,obek_4
1772,obek_4
1773,obek_4
1774,obek_2
1775,obek_3
1776,obek_8
1777,obek_8
1778,obek_3
1779,obek_5
1780,obek_4
1781,obek_5
1782,obek_1
1783,obek_8
1784,obek_8
1785,obek_5
1786,obek_7
1787,obek_4
1788,obek_5
1789,obek_8
1790,obek_7
1791,obek_5
1792,obek_7
1793,obek_8
1794,obek_7
1795,obek_5
1796,obek_6
1797,obek_6
1798,obek_5
1799,obek_2
1800,obek_1
1801,obek_8
1802,obek_7
1803,obek_2
1804,obek_6
1805,obek_5
1806,obek_5
1807,obek_7
1808,obek_2
1809,obek_7
1810,obek_8
1811,obek_8
1812,obek_2
1813,obek_7
1814,obek_3
1815,obek_8
1816,obek_6
1817,obek_2
1818,obek_1
1819,obek_7
1820,obek_1
1821,obek_1
1822,obek_6
1823,obek_8
1824,obek_6
1825,obek_1
1826,obek_5
1827,obek_5
1828,obek_2
1829,obek_1
1830,obek_3
1831,obek_8
1832,obek_2
1833,obek_4
1834,obek_6
1835,obek_8
1836,obek_8
1837,obek_8
1838,obek_8
1839,obek_3
1840,obek_8
1841,obek_3
1842,obek_7
1843,obek_5
1844,obek_8
1845,obek_2
1846,obek_5
1847,obek_5
1848,obek_6
1849,obek_8
1850,obek_3
1851,obek_8
1852,obek_1
1853,obek_6
1854,obek_1
1855,obek_5
1856,obek_3
1857,obek_5
1858,obek_4
1859,obek_5
1860,obek_6
1861,obek_3
1862,obek_8
1863,obek_4
1864,obek_7
1865,obek_3
1866,obek_3
1867,obek_8
1868,obek_5
1869,obek_5
1870,obek_8
1871,obek_4
